Client_Num,Customer_Age,Dependent_Count,Car_Owner,House_Owner,Personal_loan,Income,Cust_Satisfaction_Score,Annual_Fees,Activation_30_Days,Customer_Acq_Cost,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Vol,Avg_Utilization_Ratio,Interest_Earned,Delinquent_Acc
717176508,49,5,1,1,1,52498,3,200,1,84,2656.0,1166,4171,80,0.439,333.68,0
717177783,53,2,0,0,0,216587,5,125,1,87,13313.0,0,15549,121,0.0,3109.8,0
717179508,54,2,0,0,0,47540,3,345,0,86,2382.0,1565,4011,68,0.657,922.53,0
717180633,46,0,0,0,0,14975,2,460,1,63,2483.0,1372,1704,35,0.553,255.6,0
717181833,52,2,0,1,1,41791,2,125,0,97,10190.0,891,3768,59,0.087,226.08,0
717182883,65,1,0,0,0,52403,5,430,1,109,2279.0,1432,4169,74,0.628,333.52,0
717185658,48,3,1,0,0,114989,2,365,1,100,22754.0,0,8531,77,0.0,511.86,0
717189183,42,4,1,0,0,31323,3,150,1,116,10467.0,1961,2665,65,0.187,559.65,0
717190533,50,3,1,1,1,11204,2,330,1,116,12938.0,661,1282,32,0.051,115.38,0
717192933,48,3,0,0,0,14975,3,480,0,119,8302.0,2517,1576,34,0.303,441.28,0
717195933,43,4,1,0,0,27379,3,190,1,60,5298.0,0,2431,37,0.0,340.34,0
717198633,42,5,0,1,0,29647,3,295,1,90,2075.0,1469,2556,49,0.708,664.56,0
717200508,47,5,0,1,0,76066,3,175,0,145,3056.0,2038,4734,73,0.667,1230.84,0
717202083,46,3,0,1,0,30882,5,360,0,72,7077.0,0,2619,41,0.0,471.42,0
717202908,40,2,0,0,0,55910,5,345,1,94,34198.0,1804,4270,59,0.053,1238.3,0
717203958,40,1,0,0,0,16814,2,450,1,86,11512.0,988,1842,32,0.086,221.04,0
717206508,60,0,0,1,1,14975,2,245,1,85,2798.0,1806,1543,35,0.645,123.44,0
717207408,53,2,1,1,0,34117,2,150,1,83,12512.0,666,2995,60,0.053,329.45,0
717208833,54,2,1,0,0,31677,3,440,1,162,1576.0,0,2703,56,0.0,324.36,0
717211608,48,3,0,0,0,77865,5,125,0,83,4975.0,1221,4776,68,0.245,477.6,0
717212958,45,3,0,1,0,35130,2,455,1,118,3046.0,2415,3153,57,0.793,315.3,0
717214158,26,0,1,0,0,214227,5,320,1,105,9815.0,0,15475,94,0.0,2011.75,0
717217983,62,1,1,0,0,98919,2,450,1,80,3143.0,2517,5409,79,0.801,432.72,0
717219933,53,1,1,0,0,18647,3,250,1,111,2402.0,628,1930,48,0.261,559.7,0
717222033,37,1,1,0,0,56033,2,470,0,72,1647.0,1198,4272,76,0.727,1068.0,0
717225258,44,3,1,1,0,26399,2,330,0,116,13655.0,1048,2383,59,0.077,524.26,0
717229158,48,2,1,1,0,17884,5,430,1,95,1628.0,969,1893,15,0.595,492.18,0
717231558,45,4,0,0,0,81141,2,465,0,113,3002.0,1446,4851,74,0.482,1067.22,0
717233058,46,2,1,1,0,14975,3,175,0,97,5540.0,1240,1524,31,0.224,167.64,0
717234183,35,1,0,1,0,14975,2,140,1,94,2710.0,629,1718,37,0.232,292.06,0
717237708,31,1,1,1,0,46707,2,150,1,104,14265.0,1878,3982,58,0.132,995.5,0
717239133,52,2,0,1,0,45615,3,445,0,102,10317.0,642,3939,60,0.062,669.63,0
717241233,54,1,1,1,0,152103,2,400,1,161,6089.0,1341,14112,123,0.22,1693.44,0
717242058,42,4,1,0,0,22149,5,100,1,58,3981.0,0,2134,42,0.0,298.76,0
717244683,55,1,0,0,0,103510,2,250,1,116,21922.0,1467,7409,89,0.067,3778.16,0
717247383,40,4,0,0,0,78371,5,195,1,69,7514.0,0,4789,69,0.0,1053.58,0
717248583,41,4,0,1,0,108365,3,300,0,125,11362.0,1871,7849,88,0.165,2276.21,0
717249783,50,1,0,0,1,18723,5,470,0,119,1815.0,740,1931,67,0.408,308.96,0
717251508,50,1,0,0,0,152160,3,245,0,142,34516.0,0,14127,116,0.0,847.62,0
717252483,44,4,0,0,0,23329,3,150,0,114,2796.0,0,2196,35,0.0,241.56,0
717255333,44,4,1,1,1,31904,2,490,1,165,6921.0,0,2729,44,0.0,709.54,0
717257658,50,2,1,1,0,109458,3,390,1,42,9357.0,1942,7971,84,0.208,1594.2,0
717260058,38,3,0,1,0,14975,5,360,1,100,2322.0,1284,1573,27,0.553,314.6,0
717261708,36,4,0,1,0,14975,3,125,1,54,13457.0,1248,1548,41,0.093,417.96,0
717262833,42,3,0,1,0,58507,2,200,1,111,2964.0,2043,4345,69,0.689,695.2,0
717265983,37,1,1,1,0,41477,3,175,1,97,9908.0,2066,3749,80,0.209,562.35,0
717267108,46,4,0,0,0,20948,5,100,0,120,15755.0,1410,2061,61,0.089,144.27,0
717268458,38,3,0,0,0,19091,5,395,1,129,3352.0,1713,1952,50,0.511,527.04,0
717271983,57,2,0,1,0,35790,3,100,1,76,34516.0,1388,3261,64,0.04,521.76,0
717273333,58,4,1,1,0,69196,3,325,1,80,29219.0,0,4575,84,0.0,366.0,0
717276708,38,1,1,0,0,14866,3,390,0,115,3127.0,2517,1470,30,0.805,396.9,0
717277833,43,3,1,0,1,25026,3,280,1,104,2339.0,2080,2294,45,0.889,550.56,0
717278808,49,4,0,0,0,38164,2,370,0,76,1788.0,0,3511,56,0.0,280.88,0
717280158,38,2,0,1,0,36439,3,300,0,85,2976.0,1817,3332,60,0.611,266.56,0
717281658,52,1,0,1,0,46022,5,150,0,114,6060.0,1687,3953,65,0.278,395.3,0
717283008,36,2,0,0,0,207170,3,300,1,95,7469.0,1378,15225,108,0.184,3197.25,0
717284133,26,0,0,0,0,66732,2,490,0,96,3472.0,2517,4520,84,0.725,1265.6,0
717287883,47,3,1,1,0,14975,2,125,1,84,5516.0,2517,1532,24,0.456,245.12,0
717291333,40,3,1,1,0,200705,2,125,1,74,16722.0,0,15110,113,0.0,3626.4,0
717292758,33,3,1,1,0,8250,2,415,1,118,6347.0,0,1161,44,0.0,92.88,0
717295683,55,2,0,0,0,14975,3,200,0,40,3460.0,1881,1546,35,0.544,216.44,0
717296808,38,3,0,1,0,14975,2,460,1,137,3006.0,2517,1661,32,0.837,465.08,0
717297708,56,2,0,0,0,62614,5,290,0,93,2441.0,1672,4439,74,0.685,887.8,0
717299958,55,1,0,1,0,52804,5,325,1,84,2453.0,1534,4185,66,0.625,585.9,0
717301908,41,4,0,0,0,19502,5,125,1,66,3312.0,1624,1973,55,0.49,572.17,0
717307158,41,4,0,0,0,98096,2,465,1,108,1853.0,1314,5331,79,0.709,746.34,0
717308433,44,3,0,0,0,24262,5,415,0,76,1960.0,0,2253,39,0.0,315.42,0
717310458,64,1,0,1,1,33837,3,325,1,74,5780.0,938,2960,65,0.162,562.4,0
717316008,48,2,1,0,0,192767,5,340,1,118,3782.0,0,14977,117,0.0,2246.55,0
717321783,48,2,0,0,0,14975,2,280,0,64,10344.0,1274,1617,47,0.123,97.02,0
717322833,44,2,0,0,0,14975,3,415,1,136,10604.0,1988,1578,30,0.187,142.02,0
717324183,46,2,0,0,0,183952,5,390,1,91,14305.0,1288,14769,119,0.09,3987.63,0
717325158,50,3,0,1,0,64319,2,300,0,69,1438.3,883,4474,63,0.614,1297.46,0
717327783,54,1,0,0,0,32211,5,200,1,119,9959.0,1476,2760,44,0.148,717.6,0
717331758,45,3,0,1,0,54387,5,200,0,84,34516.0,2517,4228,83,0.073,549.64,0
717332733,38,1,0,0,1,33007,5,250,0,112,34516.0,0,2851,80,0.0,513.18,0
717334233,29,1,1,0,0,79065,5,280,1,111,9525.0,2517,4804,79,0.264,1008.84,0
717336408,46,2,1,0,0,27817,2,300,1,100,1952.0,1411,2452,44,0.723,686.56,0
717338733,38,3,1,1,0,32579,1,360,1,82,6012.0,0,2801,72,0.0,476.17,0
717340608,51,3,1,0,0,106848,3,100,1,110,34516.0,1873,7703,104,0.054,539.21,0
717343833,44,2,1,1,0,66487,3,480,0,75,3127.0,2094,4518,86,0.67,948.78,0
717346833,56,4,0,0,0,41757,1,95,0,119,1621.0,0,3764,76,0.0,263.48,0
717348258,50,4,0,1,0,28621,3,285,1,104,4459.0,1899,2502,48,0.426,225.18,0
717353433,38,1,1,1,0,122987,1,110,1,66,21498.0,1542,13015,104,0.072,3123.6,0
717354558,54,1,1,0,0,1250,1,415,0,74,3106.0,1120,683,17,0.361,81.96,0
717355533,41,4,0,0,0,140176,2,395,0,58,34516.0,1307,13759,120,0.038,825.54,0
717358158,48,4,0,0,0,35572,3,465,0,106,5489.0,1189,3215,64,0.217,803.75,0
717359208,58,0,0,0,0,48269,2,175,1,157,4945.0,1779,4037,72,0.36,1009.25,0
717364458,40,4,1,0,0,20769,3,190,0,70,4331.0,1445,2053,33,0.334,225.83,0
717365958,54,1,1,0,0,77305,1,250,0,129,1438.3,0,4765,71,0.0,1143.6,0
717368208,54,1,1,0,0,22312,3,350,1,113,26723.0,0,2138,43,0.0,427.6,0
717370533,40,3,0,0,0,101039,2,385,1,68,34516.0,2088,6453,89,0.06,774.36,0
717371583,43,2,0,1,0,19118,1,250,0,72,1883.0,400,1954,45,0.212,214.94,0
717374358,48,3,1,1,0,22715,3,415,1,84,3637.0,1998,2161,56,0.549,410.59,0
717376758,45,3,0,0,0,50497,3,425,0,82,2238.0,1324,4108,72,0.592,534.04,0
717380133,53,1,0,1,0,53945,3,200,1,83,3305.0,1909,4218,72,0.578,590.52,0
717381183,54,2,0,0,0,66197,3,245,1,107,1674.0,752,4513,57,0.449,1083.12,0
717382608,51,2,0,1,0,116832,1,470,1,79,26692.0,2517,8780,86,0.094,1668.2,0
717384183,49,4,1,1,0,82060,2,450,0,56,2669.0,2048,4863,79,0.767,1069.86,0
717385083,59,0,1,0,1,79478,3,125,0,93,4916.0,1122,4813,87,0.228,481.3,0
717385983,61,0,1,0,0,14975,1,300,0,103,2490.0,0,1645,30,0.0,164.5,0
717387933,42,3,0,0,0,43319,3,295,1,101,2976.0,2257,3837,57,0.758,575.55,0
717389433,35,2,1,1,0,39684,1,300,0,106,33371.0,0,3638,67,0.0,873.12,0
717390408,51,4,0,1,0,105317,3,420,0,77,4167.0,0,7590,87,0.0,1593.9,0
717392358,38,3,1,0,0,15720,3,110,1,91,23412.0,1078,1786,50,0.046,321.48,0
717395733,39,2,1,1,1,66172,3,300,1,86,4142.0,688,4512,81,0.166,451.2,0
717397983,52,3,0,1,0,105060,1,125,1,113,23402.0,958,7570,98,0.041,1589.7,1
717399183,39,4,0,1,0,32371,3,245,1,81,8058.0,1176,2774,52,0.146,360.62,1
717400533,37,3,0,0,0,80663,3,95,1,77,2704.0,789,4839,92,0.292,580.68,1
717401883,42,3,1,0,0,14975,2,270,1,125,6985.0,1130,1694,44,0.162,338.8,1
717403158,52,1,0,0,0,155969,2,300,1,117,9634.0,2076,14218,102,0.215,2843.6,1
717405408,45,3,1,0,1,51632,3,375,1,94,3934.0,1911,4143,82,0.486,828.6,1
717406983,43,3,0,1,1,114001,1,195,1,67,5281.0,0,8395,62,0.0,1175.3,0
717409533,61,0,1,0,0,32782,3,290,1,94,1821.0,1486,2824,43,0.816,593.04,0
717410508,37,2,1,1,0,36254,3,200,1,105,25856.0,1281,3303,70,0.05,495.45,0
717411483,38,2,0,0,0,41146,1,150,1,94,34173.0,1194,3731,69,0.035,1081.99,0
717412608,53,2,1,1,0,2565,3,295,0,75,7225.0,0,738,16,0.0,147.6,0
717413658,31,0,1,1,0,19681,2,370,0,115,1539.0,989,1987,47,0.643,317.92,0
717414933,49,3,1,0,0,42671,1,320,1,84,2918.0,2049,3818,61,0.702,305.44,0
717418158,44,1,0,0,0,10405,1,460,1,51,34516.0,1839,1230,34,0.053,98.4,0
717420333,38,1,0,1,0,31644,3,425,0,95,7349.0,2517,2701,60,0.342,540.2,0
717424458,52,3,0,0,0,8250,3,100,1,77,2293.0,1823,1166,22,0.795,291.5,0
717427983,44,4,0,1,0,31451,3,425,1,79,11176.0,2422,2682,64,0.217,643.68,0
717429258,65,0,1,1,0,27787,1,125,1,110,1644.0,500,2450,45,0.304,588.0,0
717432933,49,4,0,0,0,69729,1,95,0,78,3167.0,1387,4587,76,0.438,1284.36,0
717437058,49,2,0,0,0,22828,1,410,0,41,26437.0,681,2167,57,0.026,541.75,0
717439983,41,2,0,0,0,112966,3,385,1,148,14774.0,2517,8293,63,0.17,1575.67,0
717442758,41,4,1,0,1,51529,3,245,1,105,8346.0,1452,4141,79,0.174,331.28,0
717443658,42,2,1,0,0,75183,2,200,1,113,1920.0,0,4715,81,0.0,943.0,0
717444558,43,0,1,0,1,96698,2,350,1,46,2623.0,1714,5237,76,0.653,680.81,0
717446208,44,1,0,0,0,92426,2,460,0,97,3749.0,1980,5083,69,0.528,660.79,0
717448383,64,0,1,1,0,25780,2,495,1,103,4428.0,0,2331,36,0.0,372.96,0
717450633,33,3,0,1,0,18488,1,325,1,143,1659.0,1544,1920,39,0.931,326.4,0
717451833,46,4,1,0,1,68165,2,405,1,111,20356.0,2517,4547,67,0.124,1045.81,0
717457008,44,5,1,1,0,109682,3,175,0,73,9267.0,0,7991,90,0.0,2157.57,0
717461283,55,2,1,1,1,21065,3,425,0,94,2214.0,570,2066,45,0.257,495.84,0
717463608,45,3,0,0,1,50707,3,200,1,112,2346.0,1407,4116,79,0.6,1111.32,0
717464958,36,1,1,0,0,171082,2,300,1,94,10858.0,0,14475,111,0.0,3329.25,0
717466158,42,4,0,0,0,83685,1,495,1,110,4176.0,1248,4889,62,0.299,880.02,0
717469158,57,3,1,1,1,14975,3,400,0,94,18578.0,1385,1606,54,0.075,128.48,0
717471933,50,1,1,0,0,112056,2,410,1,106,5800.0,1434,8202,89,0.247,1230.3,0
717472833,46,3,0,0,1,55306,3,150,1,120,7260.0,713,4253,73,0.098,340.24,0
717477783,35,1,0,1,0,14975,3,295,1,170,10195.0,2389,1563,36,0.234,437.64,0
717478983,43,4,0,1,1,31602,2,125,1,101,2853.0,1961,2697,68,0.687,323.64,0
717480783,40,3,1,1,0,203834,1,95,0,134,9680.0,2101,15152,100,0.217,2121.28,0
717482658,62,1,1,0,0,171190,3,250,1,133,18022.0,0,14485,106,0.0,1013.95,0
717483558,29,1,0,1,0,38657,3,175,1,85,19156.0,1353,3547,61,0.071,496.58,0
717487983,45,5,1,0,0,20963,1,175,1,81,19435.0,2120,2062,55,0.109,268.06,0
717489033,51,4,1,0,0,31083,1,280,1,84,1438.3,0,2641,40,0.0,343.33,0
717490008,49,2,0,0,0,56362,1,430,1,96,19188.0,1622,4282,52,0.085,342.56,0
717491058,63,0,0,1,0,47560,2,320,1,118,20803.0,1747,4012,60,0.084,722.16,0
717494358,46,4,0,0,0,198832,1,450,0,80,4299.0,1334,15068,123,0.31,1958.84,0
717495258,49,3,0,1,1,17885,1,355,0,106,9131.0,916,1893,36,0.1,492.18,0
717499083,51,3,0,1,0,34199,3,175,0,135,17236.0,0,3013,78,0.0,271.17,0
717500133,51,3,0,0,0,54860,1,295,0,73,10374.0,599,4240,63,0.058,848.0,0
717502083,49,2,0,0,0,31787,3,270,1,76,6314.0,0,2718,44,0.0,706.68,0
717504258,28,0,1,0,0,14975,2,425,1,102,3735.0,1199,1573,35,0.321,330.33,0
717511533,57,3,0,1,0,33756,2,490,1,87,1707.0,1191,2950,87,0.698,531.0,0
717513933,43,3,0,1,0,103302,3,350,0,83,14938.0,0,7385,90,0.0,1624.7,0
717516333,46,5,1,1,0,50993,1,200,1,102,14713.0,905,4125,82,0.062,495.0,0
717517758,53,2,0,0,0,25292,2,445,1,43,2278.0,845,2307,45,0.371,599.82,0
717518733,40,3,1,1,0,101790,2,385,0,151,9463.0,764,7106,61,0.081,852.72,0
717521508,55,2,0,1,0,101386,1,450,1,130,34516.0,2098,6932,87,0.061,1317.08,0
717524433,42,4,0,1,0,74712,1,245,1,89,1438.3,0,4700,92,0.0,705.0,0
717529233,55,2,1,0,0,80685,1,495,0,120,3319.0,0,4840,44,0.0,1403.6,0
717531483,52,2,1,1,0,62864,2,355,0,100,3433.0,964,4444,87,0.281,666.6,0
717534108,48,1,0,1,0,61612,3,125,0,105,2405.0,1410,4421,79,0.586,1105.25,0
717535083,59,0,0,1,0,101944,1,245,1,67,5207.0,1121,7153,84,0.215,715.3,0
717538683,42,3,0,1,0,35494,1,125,1,77,22906.0,1132,3204,64,0.049,736.92,0
717539808,60,1,0,1,1,11144,1,275,0,80,9930.0,0,1276,21,0.0,319.0,0
717541308,46,3,1,1,0,80642,1,125,1,120,2602.0,1441,4838,85,0.554,387.04,0
717545808,42,2,1,1,1,68261,2,350,1,99,2900.0,1987,4549,70,0.685,454.9,0
717547383,44,3,1,0,0,54553,3,250,1,103,2890.0,1392,4233,77,0.482,719.61,0
717548358,51,2,0,1,0,14975,3,175,0,67,2580.0,2265,1665,57,0.878,183.15,0
717549408,50,2,0,1,0,34280,1,340,1,100,20485.0,0,3024,51,0.0,241.92,0
717551358,46,3,1,1,0,24757,3,100,0,87,3556.0,2517,2279,56,0.708,227.9,0
717553683,49,2,0,0,0,70637,3,445,1,67,3040.0,2517,4608,61,0.828,552.96,0
717556758,44,4,0,1,1,190069,3,200,0,149,3029.0,2267,14934,113,0.748,1941.42,0
717559533,55,2,0,1,0,112162,3,275,0,113,34516.0,1161,8212,100,0.034,2135.12,0
717561108,42,4,0,0,0,14975,3,430,1,42,34516.0,549,1629,32,0.016,358.38,0
717565233,38,1,0,1,0,128500,1,190,0,104,31346.0,1318,13303,92,0.042,2926.66,0
717567333,45,2,1,0,0,14975,3,325,0,75,3991.0,1982,1661,35,0.497,398.64,0
717568308,35,0,0,0,0,58966,1,400,1,103,6018.0,0,4355,78,0.0,1262.95,0
717569283,46,4,1,1,0,55255,3,200,1,117,8896.0,1338,4252,70,0.15,722.84,0
717570258,43,4,0,1,0,63267,2,125,0,73,2206.0,1722,4455,67,0.781,1247.4,0
717571683,47,2,0,0,0,67655,2,150,0,78,23981.0,0,4536,61,0.0,997.92,0
717574683,54,2,1,0,1,76846,3,420,0,145,2192.0,1146,4756,85,0.523,428.04,0
717575958,39,2,1,0,0,26065,3,435,1,105,1694.0,479,2349,42,0.283,610.74,0
717578358,35,3,0,1,0,58091,2,175,1,153,8162.0,1704,4334,80,0.209,736.78,0
717579258,49,1,1,0,0,78094,2,275,0,102,6893.0,1462,4782,50,0.212,1243.32,0
717580458,40,3,0,0,0,108259,3,500,1,109,19333.0,0,7847,63,0.0,1961.75,0
717581658,46,4,0,1,0,14975,3,225,0,63,2461.0,1586,1729,35,0.644,466.83,0
717582558,47,3,1,1,0,44134,3,320,0,119,34516.0,1185,3874,72,0.034,697.32,0
717583908,33,2,1,1,0,105389,3,125,0,100,15030.0,1395,7603,81,0.093,1748.69,0
717585858,28,0,0,1,0,32534,3,190,1,86,16915.0,1679,2795,55,0.099,503.1,0
717591483,26,1,1,1,0,18561,3,420,1,70,3416.0,2044,1924,48,0.598,538.72,0
717592758,47,4,0,0,0,27097,3,430,0,87,1606.0,1578,2418,44,0.983,507.78,0
717595908,48,4,0,0,0,14975,3,270,1,113,9453.0,2188,1688,45,0.231,354.48,0
717596883,44,3,0,0,0,97145,2,335,1,113,5530.0,1233,5270,78,0.223,1317.5,0
717599283,38,2,0,0,0,16988,3,275,0,48,5335.0,1206,1844,49,0.226,424.12,0
717600483,52,3,1,1,0,103047,3,380,1,99,23223.0,628,7358,87,0.027,735.8,0
717602733,46,3,0,0,0,52309,1,325,1,107,1842.0,0,4165,67,0.0,291.55,0
717603858,53,2,0,1,1,57811,3,295,0,100,5608.0,1775,4325,77,0.317,951.5,0
717609633,47,4,0,1,1,51453,1,450,0,101,12725.0,1759,4139,58,0.138,1034.75,0
717613233,43,5,0,1,0,20884,3,300,1,78,25907.0,745,2058,56,0.029,576.24,0
717621333,46,1,0,0,0,69960,3,125,1,83,2680.0,1871,4592,78,0.698,780.64,0
717622308,38,3,1,0,0,54507,1,495,0,101,2074.0,1688,4232,75,0.814,1100.32,0
717623583,53,1,0,1,0,31336,2,200,0,152,3444.0,2441,2668,51,0.709,480.24,0
717624708,59,2,0,1,0,30335,3,150,0,112,1438.3,0,2589,49,0.0,569.58,0
717626508,60,1,0,0,0,99827,1,200,1,89,1699.0,0,5495,87,0.0,1208.9,0
717627333,43,2,1,0,0,12497,1,330,0,79,2127.0,1995,1363,37,0.938,231.71,0
717628608,41,3,1,1,0,29882,3,465,0,106,2576.0,1640,2568,34,0.637,154.08,0
717631008,40,3,0,0,0,17799,3,380,1,107,24296.0,0,1886,48,0.0,490.36,0
717631908,47,4,0,0,0,114652,2,300,0,81,4390.0,0,8454,69,0.0,1014.48,0
717636933,45,4,1,1,1,38559,2,480,0,90,4365.0,0,3542,57,0.0,920.92,0
717637908,57,2,0,1,0,87071,1,285,1,93,1924.0,971,4951,96,0.505,1089.22,0
717640083,46,3,1,0,0,1250,2,125,1,94,6705.0,0,731,18,0.0,80.41,0
717642633,54,3,0,0,0,239676,1,250,1,96,3750.0,1801,17995,116,0.48,3778.95,0
717643608,45,2,0,0,0,14975,2,485,0,115,26443.0,1601,1593,36,0.061,414.18,0
717646008,58,4,1,1,0,58187,3,250,0,117,5686.0,0,4338,67,0.0,780.84,0
717646983,56,2,1,1,0,31815,3,395,1,76,3214.0,424,2720,53,0.132,190.4,0
717648783,49,2,0,1,0,14287,3,470,1,66,6922.0,1704,1449,28,0.246,173.88,0
717650133,51,2,0,0,1,38961,3,365,0,83,4821.0,1426,3571,58,0.296,678.49,0
717651333,55,2,0,0,0,68743,3,405,0,83,1745.0,1168,4562,67,0.669,273.72,0
717655458,37,3,1,0,0,42776,3,125,1,73,16903.0,1507,3819,61,0.089,343.71,0
717656433,49,4,1,1,0,102173,3,485,1,71,2167.0,988,7199,83,0.456,1151.84,0
717657333,49,2,0,1,0,78176,3,110,0,76,7584.0,1834,4783,65,0.242,621.79,0
717658758,42,4,1,0,0,109408,3,245,1,69,34516.0,0,7962,99,0.0,1990.5,0
717659883,55,5,1,0,0,38544,3,245,1,138,2418.0,1106,3541,64,0.457,354.1,0
717661908,43,0,0,1,0,31428,3,100,1,117,34516.0,0,2681,55,0.0,723.87,0
717663033,35,4,0,1,0,234318,3,415,1,137,34516.0,1068,16428,123,0.031,4599.84,0
717664008,53,1,1,0,1,1250,1,175,1,93,3100.0,2517,694,12,0.812,187.38,0
717666783,37,2,0,1,0,26146,1,200,1,112,2272.0,1350,2354,49,0.594,282.48,0
717667833,40,3,0,0,0,17583,1,125,0,90,3735.0,1285,1877,33,0.344,262.78,0
717669483,49,4,0,0,0,14975,1,470,0,82,34516.0,0,1737,38,0.0,364.77,0
717670758,62,0,0,1,0,29154,3,175,0,86,5030.0,1327,2523,71,0.264,176.61,0
717678408,44,3,1,1,0,21075,3,330,1,101,8633.0,2517,2066,51,0.292,578.48,0
717682233,40,3,0,1,0,108872,1,440,0,89,6139.0,1585,7906,80,0.258,2055.56,0
717683583,48,4,0,0,0,13021,3,355,1,143,6929.0,1691,1388,27,0.244,166.56,0
717684858,38,2,0,0,0,89602,3,100,0,40,22304.0,1333,5002,60,0.06,850.34,0
717688233,48,3,0,1,0,77200,2,335,1,136,2432.0,851,4760,69,0.35,571.2,0
717695058,33,2,1,1,0,77246,1,340,0,111,4163.0,0,4763,76,0.0,1333.64,0
717696333,42,4,0,0,0,99286,3,455,0,131,34516.0,0,5425,60,0.0,542.5,0
717699408,43,5,1,1,0,83311,3,325,0,92,2886.0,2517,4884,89,0.872,1367.52,0
717701733,50,3,0,1,1,14975,3,250,1,116,11910.0,2098,1646,39,0.176,411.5,0
717704433,48,4,0,0,0,57328,1,485,0,56,3829.0,836,4313,85,0.218,819.47,0
717705858,47,4,0,0,0,29234,1,275,1,77,29923.0,0,2528,52,0.0,707.84,0
717707133,39,1,0,0,0,23153,2,335,1,103,10060.0,2322,2184,63,0.231,240.24,0
717708783,52,2,0,0,0,56991,3,295,0,125,34516.0,1417,4303,77,0.041,989.69,0
717711108,40,3,1,1,0,172287,3,300,0,103,3541.0,1042,14511,123,0.294,2321.76,0
717713283,45,3,0,0,1,14975,1,200,1,115,8628.0,1077,1675,58,0.125,351.75,0
717714633,45,3,0,1,0,208775,2,270,0,106,14938.0,0,15277,131,0.0,4430.33,0
717720108,44,1,1,0,0,35827,3,220,1,48,12386.0,980,3274,69,0.079,556.58,0
717721458,49,4,1,1,0,29693,3,300,1,112,10408.0,1186,2560,42,0.114,716.8,0
717722958,45,1,1,0,0,56194,2,250,0,75,4654.0,1349,4277,71,0.29,769.86,0
717724233,52,3,0,0,0,236409,1,110,1,117,9959.0,734,16732,116,0.074,3848.36,0
717725433,48,3,0,1,1,24374,2,355,1,83,1606.0,0,2258,37,0.0,203.22,0
717727308,56,1,1,1,0,76311,3,300,0,69,4204.0,499,4740,67,0.119,853.2,0
717728808,38,3,1,1,1,13532,3,250,1,90,4531.0,1214,1414,40,0.268,169.68,0
717730533,54,2,0,1,0,31256,3,195,0,44,1614.0,925,2659,63,0.573,558.39,0
717733158,41,2,0,0,0,53347,3,225,1,97,3186.0,2517,4197,84,0.79,503.64,0
717740658,42,4,0,0,0,51304,1,175,0,46,1850.0,942,4134,78,0.509,909.48,0
717742908,54,3,1,1,0,66692,3,490,0,120,12967.0,2517,4520,74,0.194,497.2,0
717748608,48,3,0,0,0,24247,2,290,1,84,1555.0,872,2252,51,0.561,608.04,0
717750858,36,4,0,0,0,41820,2,200,0,117,2973.0,2446,3769,78,0.823,376.9,0
717755058,50,0,0,0,0,50149,3,175,1,103,2687.0,1317,4096,76,0.49,1187.84,0
717756258,53,4,0,1,0,107595,3,150,1,119,16494.0,1158,7761,84,0.07,1008.93,0
717757608,48,5,1,0,0,117452,1,140,1,74,34516.0,1051,8938,114,0.03,1430.08,0
717758583,46,4,0,0,0,14841,3,480,1,72,3624.0,1975,1469,23,0.545,279.11,0
717759783,50,4,0,0,0,97681,3,475,0,48,5756.0,860,5298,72,0.149,1165.56,0
717765183,47,4,0,0,0,87244,3,200,0,152,1438.3,0,4956,72,0.0,743.4,0
717769008,46,2,1,1,0,28522,1,225,1,136,11444.0,1278,2493,44,0.112,523.53,0
717773433,45,3,0,0,0,99505,2,430,1,97,2448.0,0,5464,98,0.0,1584.56,0
717774333,46,4,0,0,0,95425,2,250,1,117,8431.0,0,5189,57,0.0,570.79,0
717775608,50,0,1,1,0,81104,3,200,1,76,4830.0,1970,4850,80,0.408,582.0,1
717776808,39,3,0,1,0,20061,3,250,1,81,7353.0,1450,2005,54,0.197,481.2,1
717781608,30,2,0,0,0,151124,2,100,1,107,9230.0,1518,14082,99,0.164,3520.5,1
717783483,46,2,0,1,1,237308,1,280,1,105,5016.0,2286,17038,122,0.456,2726.08,1
717784983,46,2,1,0,0,14975,1,340,0,88,3893.0,1157,1536,39,0.297,291.84,0
717787533,31,0,1,0,0,10390,1,350,1,56,5158.0,2190,1229,34,0.425,172.06,0
717788958,58,3,0,1,0,234462,3,385,1,90,21615.0,570,16464,103,0.026,2304.96,0
717790233,38,2,0,1,0,75906,1,150,0,86,1438.3,743,4730,80,0.517,520.3,0
717793983,49,3,1,1,0,28658,1,390,1,111,18128.0,0,2503,49,0.0,475.57,0
717797658,37,1,0,0,1,88074,3,195,1,164,1438.3,740,4970,87,0.514,1391.6,0
717800358,39,2,1,0,0,78409,3,475,1,99,10111.0,868,4791,68,0.086,718.65,0
717804783,46,1,0,0,0,52187,1,225,1,101,6587.0,824,4160,70,0.125,1123.2,0
717806133,56,0,0,1,0,12911,3,390,1,95,23603.0,0,1382,31,0.0,331.68,0
717812133,45,5,1,0,0,47351,3,320,1,105,3315.0,1243,4006,65,0.375,320.48,0
717813558,41,2,0,0,1,12084,2,425,1,117,8389.0,1960,1334,38,0.234,346.84,0
